hand1_x0,hand1_y0,hand1_z0,hand1_x1,hand1_y1,hand1_z1,hand1_x2,hand1_y2,hand1_z2,hand1_x3,hand1_y3,hand1_z3,hand1_x4,hand1_y4,hand1_z4,hand1_x5,hand1_y5,hand1_z5,hand1_x6,hand1_y6,hand1_z6,hand1_x7,hand1_y7,hand1_z7,hand1_x8,hand1_y8,hand1_z8,hand1_x9,hand1_y9,hand1_z9,hand1_x10,hand1_y10,hand1_z10,hand1_x11,hand1_y11,hand1_z11,hand1_x12,hand1_y12,hand1_z12,hand1_x13,hand1_y13,hand1_z13,hand1_x14,hand1_y14,hand1_z14,hand1_x15,hand1_y15,hand1_z15,hand1_x16,hand1_y16,hand1_z16,hand1_x17,hand1_y17,hand1_z17,hand1_x18,hand1_y18,hand1_z18,hand1_x19,hand1_y19,hand1_z19,hand1_x20,hand1_y20,hand1_z20,hand2_x0,hand2_y0,hand2_z0,hand2_x1,hand2_y1,hand2_z1,hand2_x2,hand2_y2,hand2_z2,hand2_x3,hand2_y3,hand2_z3,hand2_x4,hand2_y4,hand2_z4,hand2_x5,hand2_y5,hand2_z5,hand2_x6,hand2_y6,hand2_z6,hand2_x7,hand2_y7,hand2_z7,hand2_x8,hand2_y8,hand2_z8,hand2_x9,hand2_y9,hand2_z9,hand2_x10,hand2_y10,hand2_z10,hand2_x11,hand2_y11,hand2_z11,hand2_x12,hand2_y12,hand2_z12,hand2_x13,hand2_y13,hand2_z13,hand2_x14,hand2_y14,hand2_z14,hand2_x15,hand2_y15,hand2_z15,hand2_x16,hand2_y16,hand2_z16,hand2_x17,hand2_y17,hand2_z17,hand2_x18,hand2_y18,hand2_z18,hand2_x19,hand2_y19,hand2_z19,hand2_x20,hand2_y20,hand2_z20,hand1_present,hand2_present,wrist_dx,wrist_dy,wrist_distance,quality_score,label
0.0,0.0,0.0,-0.0558605790138244,-0.1481962949037552,-0.0989574119448661,-0.1285262256860733,-0.3085875213146209,-0.1940776705741882,-0.2267985641956329,-0.3938320279121399,-0.2871581017971039,-0.3144171833992004,-0.459858775138855,-0.3868180215358734,0.1245904043316841,-0.4538196325302124,-0.2083960026502609,0.0811938345432281,-0.6377853155136108,-0.3526255488395691,0.0780598819255828,-0.766238808631897,-0.4420657157897949,0.0958200693130493,-0.8622061610221863,-0.4974124431610107,0.2493313997983932,-0.3574529886245727,-0.2262738496065139,-0.2024517357349395,-0.3896583020687103,-0.3759475350379944,-0.3817625641822815,-0.3013908267021179,-0.386307805776596,-0.4359677135944366,-0.2235637605190277,-0.3697553277015686,0.2791934907436371,-0.2085893601179123,-0.2532852292060852,-0.2113604992628097,-0.2203503847122192,-0.3827541470527649,-0.3505329489707947,-0.1372026205062866,-0.3198347091674804,-0.3412954807281494,-0.0806979611515998,-0.2529937624931335,0.2616640627384186,-0.0584658756852149,-0.292838841676712,-0.124174028635025,-0.084196388721466,-0.3947140276432037,-0.2434952110052108,-0.0442261807620525,-0.3468870520591736,-0.231447160243988,0.0011865246342495,-0.2816753685474396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,D
0.0,0.0,0.0,0.1579800844192505,-0.1184210106730461,-0.0323959402740001,0.361016035079956,-0.2389982938766479,-0.0967818275094032,0.5344294905662537,-0.2937506437301636,-0.1631811261177063,0.6831064224243164,-0.3178853392601013,-0.2264846712350845,0.2694517374038696,-0.5261542201042175,-0.1817741394042968,0.4833647906780243,-0.590506374835968,-0.3069848120212555,0.6467199921607971,-0.5555557012557983,-0.3704597651958465,0.760995626449585,-0.509119987487793,-0.4020976424217224,0.1990808546543121,-0.442836046218872,-0.2248498052358627,0.5360532999038696,-0.299795389175415,-0.3661613762378692,0.4860540628433227,-0.1792135834693908,-0.3702030777931213,0.3918186724185943,-0.1780291050672531,-0.3472127616405487,0.145365834236145,-0.2677464783191681,-0.2678088843822479,0.4743092954158783,-0.0983563065528869,-0.3814873695373535,0.4037570357322693,-0.019088139757514,-0.3184328377246856,0.3099687397480011,-0.045956615358591,-0.2497529089450836,0.0959204137325286,-0.0647313445806503,-0.3132705986499786,0.3728999197483063,0.0792666226625442,-0.3653558492660522,0.3311055898666382,0.1090375408530235,-0.30951589345932,0.2419409453868866,0.0641081109642982,-0.257216215133667,0.0,0.0,0.0,0.1419150233268737,0.1838625073432922,-0.2549134790897369,0.1582001894712448,0.1527206152677536,-0.3890021443367004,-0.0746311470866203,0.0711205378174781,-0.4788663387298584,-0.2785971164703369,-0.0306264385581016,-0.5384470820426941,0.1829791367053985,-0.702748715877533,-0.3754570484161377,-0.1229748278856277,-0.3584093451499939,-0.5374090671539307,-0.2006874233484268,-0.1421012431383133,-0.6128472089767456,-0.1841915249824524,-0.1427428275346756,-0.653895378112793,0.0405161045491695,-0.9141961336135864,-0.3235631585121155,-0.2899981439113617,-0.3268057405948639,-0.4491722285747528,-0.2004621773958206,-0.0787302553653717,-0.4517592191696167,-0.0830989480018615,-0.075171560049057,-0.4499015510082245,-0.1185070127248764,-0.9493796825408936,-0.2909199297428131,-0.4516588151454925,-0.4508917927742004,-0.4225931167602539,-0.3435165584087372,-0.2006114423274994,-0.3670496642589569,-0.2315523624420166,-0.1787960976362228,-0.3127894401550293,-0.2534865736961365,-0.8884571194648743,-0.2863563299179077,-0.5428383350372314,-0.7190839648246765,-0.4145174622535705,-0.5867627859115601,-0.6399854421615601,-0.4010621607303619,-0.6189312934875488,-0.6589840054512024,-0.3590815663337707,1,1,0.7785373330116272,-0.2081546187400818,0.8058838155687742,100,G
0.0,0.0,0.0,-0.0358856730163097,-0.1461023986339569,-0.0250607915222644,-0.1501435488462448,-0.2868926525115967,-0.06858991086483,-0.285400241613388,-0.365722507238388,-0.105241484940052,-0.3951755166053772,-0.3853532373905182,-0.1559046655893325,-0.1495581865310669,-0.3852130174636841,-0.1857485473155975,-0.2753561437129974,-0.576751708984375,-0.2853748202323913,-0.3431051075458526,-0.7111300230026245,-0.3501406013965606,-0.3900346755981445,-0.8315523862838745,-0.3954662680625915,-0.1325047612190246,-0.3160819709300995,-0.2107919752597808,-0.3892726302146911,-0.4490477442741394,-0.3159406185150146,-0.514710545539856,-0.3609696924686432,-0.3371431827545166,-0.5654193162918091,-0.2799201309680938,-0.3390067219734192,-0.144550621509552,-0.1928576231002807,-0.2293663024902343,-0.4027117490768432,-0.2494171857833862,-0.3246100842952728,-0.5076377987861633,-0.1896607279777526,-0.3186317980289459,-0.5337993502616882,-0.1405094116926193,-0.2969724237918854,-0.1768822520971298,-0.0540468767285347,-0.2448534220457077,-0.3903173208236694,-0.096713863313198,-0.3220852613449096,-0.508827269077301,-0.0924482867121696,-0.322705328464508,-0.5676840543746948,-0.0857081934809684,-0.3088485300540924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,E
0.0,0.0,0.0,0.0043927561491727,0.1332358121871948,-0.0669995099306106,0.0298449881374835,0.2819092571735382,-0.1290473043918609,0.0126991244032979,0.4221963882446289,-0.1887596547603607,0.025022966787219,0.527916431427002,-0.2478629350662231,0.2991592288017273,0.2198830842971801,-0.1118622347712516,0.3011804521083832,0.3478219509124756,-0.2139663249254226,0.1875484585762024,0.3844962120056152,-0.292299747467041,0.082191102206707,0.3901020884513855,-0.3385151028633117,0.3296088874340057,0.1463043838739395,-0.1422965973615646,0.4212666153907776,0.2637210488319397,-0.2506721019744873,0.4359737634658813,0.3231053054332733,-0.3366468548774719,0.4611085951328277,0.3471706807613373,-0.3873277604579925,0.3353734612464905,0.0527907125651836,-0.1817509233951568,0.5200749039649963,0.1466913074254989,-0.305562824010849,0.6884015798568726,0.2139151245355606,-0.4066881537437439,0.8453783392906189,0.2637150287628174,-0.4645319283008575,0.3128171861171722,-0.048163678497076,-0.2180493026971817,0.4975933730602264,-0.0795308202505111,-0.3216720521450043,0.6404767632484436,-0.1045655012130737,-0.3733575642108917,0.7738106846809387,-0.1197087541222572,-0.4040854871273041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,R
0.0,0.0,0.0,-0.2852935492992401,-0.0593342706561088,-0.1850193291902542,-0.4338206350803375,-0.2562584280967712,-0.1899402141571045,-0.4025272130966186,-0.4229812622070312,-0.1389332115650177,-0.3125701248645782,-0.4549072980880737,-0.0686987563967704,-0.2791695594787597,-0.3342475891113281,-0.1961635649204254,-0.4229392111301422,-0.5805127024650574,-0.220605656504631,-0.5037012696266174,-0.7040531635284424,-0.2223738133907318,-0.5289599299430847,-0.8159250020980835,-0.2333832830190658,-0.1261946558952331,-0.3581149578094482,-0.1022896468639373,-0.3079998791217804,-0.4710176885128021,-0.117067165672779,-0.3359247744083404,-0.375415027141571,-0.0889742374420166,-0.2792063355445862,-0.3161724805831909,-0.0704005435109138,-0.0327576324343681,-0.3695663213729858,-0.0238967016339302,-0.1961163133382797,-0.4770464897155761,-0.0714002326130867,-0.2460926324129104,-0.3882301151752472,-0.0699037536978721,-0.2041170597076416,-0.3478253781795501,-0.0611584931612014,0.0283479280769824,-0.367937833070755,0.0409227274358272,-0.1018446013331413,-0.4595499336719513,-0.0229445714503526,-0.1343433111906051,-0.4464694559574127,-0.0508023835718631,-0.1179535388946533,-0.4378055930137634,-0.0611702874302864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,U
0.0,0.0,0.0,0.114356055855751,-0.0298037398606538,-0.1074797809123992,0.1841616034507751,-0.097445547580719,-0.2004903703927993,0.1629600673913955,-0.1313845664262771,-0.2875567376613617,0.0858775898814201,-0.1361056417226791,-0.3666444718837738,0.1670017838478088,-0.375170350074768,-0.2006125152111053,0.18624347448349,-0.5788666605949402,-0.3125561475753784,0.1941668093204498,-0.6974741220474243,-0.3819486796855926,0.1870880722999572,-0.8131547570228577,-0.4303807020187378,0.0581828281283378,-0.4007148444652557,-0.2134352773427963,0.084166869521141,-0.5863409042358398,-0.3723245561122894,0.1042384728789329,-0.7164851427078247,-0.4577148258686065,0.1087530627846717,-0.8582820296287537,-0.5015224814414978,-0.0414680056273937,-0.3569646775722503,-0.2267959713935852,0.0275884922593832,-0.2844395637512207,-0.3568494319915771,0.0520700439810752,-0.1352128386497497,-0.3476512134075165,0.0557686164975166,-0.0923816561698913,-0.3138352036476135,-0.1132671758532524,-0.281438797712326,-0.2520214319229126,-0.0464373901486396,-0.1779878288507461,-0.3238274157047272,0.0036612919066101,-0.0809891372919082,-0.3068768084049225,0.0251227989792823,-0.0647258311510086,-0.2817167043685913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,K
0.0,0.0,0.0,0.139759212732315,-0.1013315841555595,0.0009872131049633,0.3643796741962433,-0.1477023363113403,-0.0663383230566978,0.559274435043335,-0.1254746168851852,-0.1350378692150116,0.7164917588233948,-0.1033882349729538,-0.1961113810539245,0.2486764192581176,-0.3424592912197113,-0.2177794873714447,0.3483373522758484,-0.5192974805831909,-0.3577187657356262,0.4038453102111816,-0.6456828713417053,-0.4470085203647613,0.4295787215232849,-0.7553298473358154,-0.4949129521846771,0.18764428794384,-0.3014059066772461,-0.2688285112380981,0.5081158876419067,-0.3022946417331695,-0.3851992487907409,0.6432783603668213,-0.1676864624023437,-0.4001757502555847,0.6635001301765442,-0.0597587004303932,-0.3954925239086151,0.1607332974672317,-0.1886731386184692,-0.3097372055053711,0.5101942420005798,-0.1117743402719497,-0.3796387314796448,0.5362643003463745,-0.0300464536994695,-0.2874048948287964,0.4697562456130981,-0.012255135923624,-0.2059903591871261,0.1723737865686416,-0.058415699750185,-0.3538146018981933,0.4423066079616546,0.0113045563921332,-0.3870376050472259,0.5120837092399597,0.0479220040142536,-0.311339795589447,0.5190936326980591,0.0479037053883075,-0.2402343899011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,E
0.0,0.0,0.0,0.1846367865800857,-0.0281553212553262,-0.0370098762214183,0.3281420767307281,-0.0791080966591835,-0.1217047646641731,0.4719293713569641,-0.0811806246638298,-0.2211326360702514,0.5955778956413269,-0.0634700879454612,-0.3180693089962005,0.2803036868572235,-0.5071301460266113,-0.1199863851070404,0.4418823719024658,-0.6683853268623352,-0.2675429880619049,0.5789875984191895,-0.6678484082221985,-0.3448459506034851,0.677876353263855,-0.6301552057266235,-0.378666341304779,0.171404168009758,-0.519335925579071,-0.1620776951313018,0.4122409224510193,-0.3672451972961426,-0.2855364382266998,0.3642074465751648,-0.1676074713468551,-0.2853738367557525,0.2952941358089447,-0.1574675291776657,-0.2633097469806671,0.071726806461811,-0.4224561750888824,-0.214844673871994,0.2961309552192688,-0.1477161049842834,-0.3312491178512573,0.2379280477762222,-0.0185443889349699,-0.2978313863277435,0.1779254823923111,-0.0605990625917911,-0.2530837953090668,-0.011324199847877,-0.2830203771591186,-0.2724151909351349,0.145825445652008,-0.066685065627098,-0.329570859670639,0.1259272694587707,0.0232935063540935,-0.2908791303634643,0.0814712792634964,-0.0096700359135866,-0.2485575377941131,0.0,0.0,0.0,-0.1108916103839874,0.078376404941082,0.0157591011375188,-0.2502047419548034,0.2678427994251251,0.0023887059651315,-0.301068902015686,0.4517049193382263,-0.0212324857711792,-0.2932819426059723,0.603531539440155,-0.051223412156105,-0.3276576101779938,0.2275935858488083,-0.014101106673479,-0.3438186645507812,0.5321784615516663,-0.0864747241139411,-0.3013453185558319,0.7429469227790833,-0.1474991589784622,-0.2394462525844574,0.8756986260414124,-0.1789083778858184,-0.3419691026210785,0.275855541229248,-0.0458927266299724,-0.3346572518348694,0.5963566303253174,-0.0822836905717849,-0.3176017999649048,0.7893048524856567,-0.1132773831486702,-0.2839269340038299,0.9199579358100892,-0.1384682804346084,-0.3459727168083191,0.3257239758968353,-0.0789414346218109,-0.369031697511673,0.653364360332489,-0.0937924012541771,-0.3819512128829956,0.8106720447540283,-0.0845822021365165,-0.3830767869949341,0.908144474029541,-0.0825962424278259,-0.3506936132907867,0.3717104494571686,-0.1121105998754501,-0.3927628695964813,0.6620866656303406,-0.1206604242324829,-0.4162397086620331,0.8039238452911377,-0.0941086411476135,-0.4308052062988281,0.8995664715766907,-0.0720209404826164,1,1,0.4359887540340423,-0.7044091820716858,0.8284192715232174,100,C
0.0,0.0,0.0,-0.2149683237075805,-0.1481154859066009,-0.1442250907421112,-0.1992102265357971,-0.370250254869461,-0.2264880090951919,-0.0263430774211883,-0.5491862893104553,-0.254960298538208,0.1416897475719452,-0.6071813106536865,-0.2765081822872162,-0.0212264601141214,-0.2355431616306305,-0.4020517766475677,0.0602285303175449,-0.5523536801338196,-0.4881266355514526,0.0976224169135093,-0.7252918481826782,-0.4879384338855743,0.1352195739746093,-0.8619117736816406,-0.4886960089206695,0.1877509951591491,-0.211899846792221,-0.3419970571994781,0.1513207852840423,-0.5089306235313416,-0.4261954128742218,0.0597143061459064,-0.4741649627685547,-0.3687272369861603,0.0358607582747936,-0.3897603154182434,-0.3226341903209686,0.3334537744522095,-0.2045528292655944,-0.2750949561595917,0.2488344460725784,-0.4648967683315277,-0.3483014702796936,0.1626086980104446,-0.4231478273868561,-0.2848440706729889,0.1536861956119537,-0.346459299325943,-0.23505899310112,0.4329813420772552,-0.2117092162370681,-0.2135507464408874,0.3357751667499542,-0.4204482436180115,-0.2779395580291748,0.2641590237617492,-0.3914794027805328,-0.2622958123683929,0.2715483903884887,-0.3268603682518005,-0.2452781945466995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,100,I
0.0,0.0,0.0,0.1703424900770187,-0.131699725985527,-0.0939685031771659,0.3870061933994293,-0.2061081379652023,-0.2198762595653534,0.546597957611084,-0.2236527353525161,-0.3427163362503052,0.66179358959198,-0.2144035845994949,-0.4785842895507812,0.318251222372055,-0.1606123745441436,-0.3041032254695892,0.5350421071052551,-0.1663656681776046,-0.4516811370849609,0.669655442237854,-0.1513440757989883,-0.5577640533447266,0.7774538993835449,-0.1396933197975158,-0.6132301688194275,0.2556970417499542,-0.0034557322505861,-0.3063104152679443,0.4671454727649688,0.0742328464984893,-0.4138028919696808,0.6040536761283875,0.1193736717104911,-0.4431863129138946,0.6933702230453491,0.1336339116096496,-0.4667700231075287,0.178587406873703,0.1515747606754303,-0.3035604953765869,0.3685137927532196,0.2437566667795181,-0.3886760771274566,0.4818812608718872,0.25721076130867,-0.3749131858348846,0.5500942468643188,0.2531527876853943,-0.3588288724422455,0.1010188460350036,0.2949290871620178,-0.3073762059211731,0.247766837477684,0.3668572604656219,-0.3330163359642029,0.3255256116390228,0.3556998372077942,-0.289782166481018,0.3709691762924194,0.3391484320163727,-0.2605133056640625,0.0,0.0,0.0,-0.1380248218774795,-0.1826245635747909,-0.1260724812746048,-0.2916250824928283,-0.2852380275726318,-0.262223482131958,-0.4396417737007141,-0.3151425421237945,-0.372423380613327,-0.5345681309700012,-0.2889667749404907,-0.4783055186271667,-0.2530466318130493,-0.3157432675361633,-0.4190113544464111,-0.5357481837272644,-0.1377597600221634,-0.5718265771865845,-0.6551885008811951,-0.0620116740465164,-0.6397334337234497,-0.7406048774719238,-0.0216864142566919,-0.6715906262397766,-0.1550290733575821,-0.1485932916402816,-0.3969180583953857,-0.4372822642326355,0.1091591268777847,-0.5024415850639343,-0.3979327380657196,0.1082778647541999,-0.4860128164291382,-0.3165899813175201,0.0629996731877327,-0.4832713305950165,-0.0630552843213081,0.0406606346368789,-0.3689856231212616,-0.3091765642166137,0.2868791222572326,-0.432917833328247,-0.2560524642467499,0.2539433538913727,-0.3799704611301422,-0.1858175098896026,0.2019819319248199,-0.3482532799243927,0.0120368339121341,0.2393770366907119,-0.3523604869842529,-0.1686729192733764,0.4073315858840942,-0.3865861892700195,-0.1423483043909073,0.3964797556400299,-0.3566661477088928,-0.0809039175510406,0.346261978149414,-0.3368007242679596,1,1,1.165974922478199,0.4637838751077652,1.2548278777019648,85,Z
