left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20,left_present,right_present,wrist_dx,wrist_dy,wrist_distance,label
0.0,0.0,0.0,-0.11297179758548737,-0.1213354542851448,-0.022795582190155983,-0.2852672338485718,-0.19333307445049286,-0.11434532701969147,-0.49063703417778015,-0.1760827600955963,-0.21119937300682068,-0.6317684650421143,-0.13994041085243225,-0.3213112950325012,-0.22316667437553406,-0.36699432134628296,-0.2096358835697174,-0.3611401617527008,-0.5101340413093567,-0.3129120469093323,-0.43846842646598816,-0.6258218288421631,-0.391099750995636,-0.5007283091545105,-0.7333085536956787,-0.45992356538772583,-0.1633019596338272,-0.3038249909877777,-0.25597622990608215,-0.5371755957603455,-0.23526282608509064,-0.3286105692386627,-0.5062243342399597,-0.16010329127311707,-0.3241361975669861,-0.4074934124946594,-0.1465868502855301,-0.335843563079834,-0.13884299993515015,-0.18934911489486694,-0.2973194420337677,-0.49577775597572327,-0.10588876157999039,-0.3302077353000641,-0.42875415086746216,-0.07278971374034882,-0.2716442346572876,-0.32670697569847107,-0.08650200814008713,-0.2541714310646057,-0.13767628371715546,-0.07253781706094742,-0.3446294963359833,-0.414957195520401,-0.023146826773881912,-0.38538482785224915,-0.3642505705356598,-0.0047167884185910225,-0.3445543348789215,-0.2675634026527405,-0.016237745061516762,-0.3173973262310028,0.0,0.0,0.0,0.32917964458465576,-0.16692183911800385,-0.02344040386378765,0.5109681487083435,-0.3476335108280182,-0.07518928498029709,0.6547806262969971,-0.46334564685821533,-0.14698824286460876,0.839864194393158,-0.49878159165382385,-0.21411481499671936,0.28355446457862854,-0.5593624114990234,-0.05417901650071144,0.29424548149108887,-0.7358408570289612,-0.1821308135986328,0.45388299226760864,-0.729661762714386,-0.27124014496803284,0.5958858728408813,-0.683060348033905,-0.32492795586586,0.15399229526519775,-0.5427976250648499,-0.12315167486667633,0.2066856026649475,-0.7443093061447144,-0.2648170590400696,0.424900621175766,-0.6939232349395752,-0.34568700194358826,0.5608785152435303,-0.6045885682106018,-0.39043673872947693,0.030679186806082726,-0.4788930416107178,-0.2027035802602768,0.10927625745534897,-0.64545077085495,-0.3520876467227936,0.28253522515296936,-0.5645318627357483,-0.39071112871170044,0.357820063829422,-0.46321341395378113,-0.39136016368865967,-0.08567530661821365,-0.39161694049835205,-0.2844368517398834,0.013977017253637314,-0.521984875202179,-0.38902410864830017,0.15122464299201965,-0.48648324608802795,-0.40495648980140686,0.21115465462207794,-0.42740046977996826,-0.4013572931289673,1,1,-0.7987881302833557,-0.43758025765419006,0.9107902936298161,!
0.0,0.0,0.0,-0.07623280584812164,-0.13794752955436707,-0.007960899733006954,-0.24507537484169006,-0.2347073256969452,-0.0746363028883934,-0.4461960196495056,-0.2575239837169647,-0.1423022747039795,-0.6002841591835022,-0.23535333573818207,-0.2322419285774231,-0.3179892599582672,-0.31944572925567627,-0.18210172653198242,-0.4775731861591339,-0.45092153549194336,-0.28389859199523926,-0.5445435047149658,-0.5676381587982178,-0.371986448764801,-0.5932897329330444,-0.6709204316139221,-0.4448292553424835,-0.3186191916465759,-0.25886070728302,-0.22136902809143066,-0.6963456273078918,-0.23360957205295563,-0.29835644364356995,-0.6909798383712769,-0.1703834980726242,-0.31097352504730225,-0.6251460313796997,-0.14344146847724915,-0.33004871010780334,-0.3380384147167206,-0.16098934412002563,-0.25149083137512207,-0.7015023827552795,-0.1269482970237732,-0.3025657832622528,-0.6630421280860901,-0.08930113911628723,-0.26027727127075195,-0.5806199908256531,-0.07832428812980652,-0.24058745801448822,-0.3630310893058777,-0.052653633058071136,-0.28241467475891113,-0.651068389415741,-0.04261300340294838,-0.3366102874279022,-0.6227585673332214,-0.016660520806908607,-0.301744282245636,-0.5482005476951599,-0.007759500294923782,-0.27067944407463074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,!
0.0,0.0,0.0,-0.0726894736289978,-0.15629792213439941,-0.015948716551065445,-0.22593772411346436,-0.2717037498950958,-0.07517755776643753,-0.3882482945919037,-0.3414175808429718,-0.13607119023799896,-0.5326636433601379,-0.3569834530353546,-0.22239179909229279,-0.2808370292186737,-0.33820462226867676,-0.17721037566661835,-0.4397968649864197,-0.46047449111938477,-0.27004215121269226,-0.5391643047332764,-0.5644128918647766,-0.3529919683933258,-0.6189446449279785,-0.6609439253807068,-0.4243355691432953,-0.27046293020248413,-0.2716205418109894,-0.21706382930278778,-0.6252356171607971,-0.2533169090747833,-0.30161550641059875,-0.7474185824394226,-0.1945977509021759,-0.3399498760700226,-0.8004528284072876,-0.15582232177257538,-0.3770483732223511,-0.2762962579727173,-0.1635700762271881,-0.24676263332366943,-0.6297573447227478,-0.13673685491085052,-0.3129575550556183,-0.7303205132484436,-0.09456110745668411,-0.3113677203655243,-0.7615144848823547,-0.06971326470375061,-0.31913918256759644,-0.2925558090209961,-0.04655339941382408,-0.2762790024280548,-0.5629468560218811,-0.020472288131713867,-0.3492664396762848,-0.6591238975524902,-0.0031991491559892893,-0.3479175567626953,-0.6993613839149475,0.007774587254971266,-0.3422389626502991,0.0,0.0,0.0,0.29514363408088684,-0.17846240103244781,-0.05691042169928551,0.4626952111721039,-0.368364542722702,-0.11646018177270889,0.5868311524391174,-0.4879714250564575,-0.19286035001277924,0.7404611706733704,-0.5315743684768677,-0.2733500599861145,0.353553831577301,-0.5383293628692627,-0.07434407621622086,0.37461864948272705,-0.7134437561035156,-0.22338467836380005,0.47298696637153625,-0.7257319688796997,-0.3410993218421936,0.5804625749588013,-0.6976278424263,-0.41997459530830383,0.20090897381305695,-0.5186383128166199,-0.1369374841451645,0.18797126412391663,-0.7010480165481567,-0.301187664270401,0.3234736919403076,-0.6841964721679688,-0.4122757017612457,0.45645177364349365,-0.6269470453262329,-0.4866796135902405,0.028711384162306786,-0.4647110104560852,-0.21531324088573456,0.006279471796005964,-0.6307543516159058,-0.38858795166015625,0.11158367246389389,-0.5945907235145569,-0.4600816071033478,0.20292623341083527,-0.5253617763519287,-0.49401146173477173,-0.16549967229366302,-0.3962671160697937,-0.29836469888687134,-0.20252792537212372,-0.5044761896133423,-0.43277639150619507,-0.11806144565343857,-0.4862101972103119,-0.4817451238632202,-0.04034283384680748,-0.4455673396587372,-0.5088219046592712,1,1,-0.780989795923233,-0.40569132566452026,0.8800741520210947,!
0.0,0.0,0.0,-0.07686351984739304,-0.14477072656154633,-0.009366277605295181,-0.23409011960029602,-0.242278590798378,-0.07185227423906326,-0.41790953278541565,-0.27525272965431213,-0.13463719189167023,-0.5641394257545471,-0.26197874546051025,-0.21924294531345367,-0.3164319097995758,-0.32543572783470154,-0.17723222076892853,-0.4607281982898712,-0.45734208822250366,-0.28093215823173523,-0.5247218608856201,-0.5782613158226013,-0.37189629673957825,-0.5739619731903076,-0.6866230368614197,-0.4462246894836426,-0.31596261262893677,-0.266802042722702,-0.21260440349578857,-0.6826304197311401,-0.2375774085521698,-0.28049877285957336,-0.6794393062591553,-0.17167526483535767,-0.2888176739215851,-0.6203756928443909,-0.141358882188797,-0.30785074830055237,-0.33067741990089417,-0.167658269405365,-0.24038644134998322,-0.6822930574417114,-0.12799160182476044,-0.28304222226142883,-0.6480105519294739,-0.08794291317462921,-0.23847894370555878,-0.5736237168312073,-0.07253807038068771,-0.22015029191970825,-0.3509565591812134,-0.055658336728811264,-0.2701542377471924,-0.6250757575035095,-0.0415271632373333,-0.31847792863845825,-0.5983230471611023,-0.015585103072226048,-0.28448736667633057,-0.5283490419387817,-0.0048155225813388824,-0.2563433349132538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,!
0.0,0.0,0.0,-0.07744599133729935,-0.1480797827243805,-0.0063137635588645935,-0.2591012418270111,-0.24080020189285278,-0.08360255509614944,-0.47397086024284363,-0.253812700510025,-0.16774305701255798,-0.6346685290336609,-0.2289239913225174,-0.2718619108200073,-0.30778172612190247,-0.3422205448150635,-0.1777120679616928,-0.47580379247665405,-0.46617162227630615,-0.2839195728302002,-0.5297065377235413,-0.5878759622573853,-0.3679831624031067,-0.5719857215881348,-0.6937263011932373,-0.43769410252571106,-0.3167186975479126,-0.27270129323005676,-0.232915461063385,-0.7318509817123413,-0.22900240123271942,-0.3140357732772827,-0.6842260360717773,-0.16278739273548126,-0.3201428949832916,-0.5801318287849426,-0.14843687415122986,-0.33579352498054504,-0.3462083339691162,-0.16088199615478516,-0.28190451860427856,-0.7306477427482605,-0.11075634509325027,-0.33929339051246643,-0.6497640013694763,-0.07633499056100845,-0.2880154252052307,-0.5344117879867554,-0.07847218215465546,-0.26499974727630615,-0.3757646083831787,-0.03835955634713173,-0.33283087611198425,-0.680609941482544,-0.01903614029288292,-0.3940267264842987,-0.6115914583206177,0.007487798575311899,-0.35554635524749756,-0.5043981671333313,0.0090546365827322,-0.3235088288784027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,!
0.0,0.0,0.0,-0.08150580525398254,-0.15182404220104218,-0.0023192446678876877,-0.23530256748199463,-0.248769149184227,-0.06580082327127457,-0.4085657298564911,-0.2790249288082123,-0.13176630437374115,-0.5489134788513184,-0.26033464074134827,-0.22025750577449799,-0.3075771629810333,-0.33563941717147827,-0.17523176968097687,-0.45694613456726074,-0.4715900123119354,-0.2734944820404053,-0.5211712121963501,-0.5928686261177063,-0.3567817509174347,-0.5701845288276672,-0.7026556730270386,-0.4256344735622406,-0.3080194592475891,-0.2726283371448517,-0.21578870713710785,-0.6763710379600525,-0.2460845708847046,-0.2831701338291168,-0.6746861338615417,-0.17511214315891266,-0.2905695140361786,-0.6165061593055725,-0.1411173939704895,-0.30773529410362244,-0.3241477608680725,-0.16893769800662994,-0.2476605921983719,-0.6775963306427002,-0.12776383757591248,-0.29028528928756714,-0.644246518611908,-0.0829942598938942,-0.24684995412826538,-0.568770170211792,-0.06623347103595734,-0.22868508100509644,-0.3478046953678131,-0.05141259729862213,-0.28049278259277344,-0.6251005530357361,-0.03636365383863449,-0.32794198393821716,-0.5978545546531677,-0.008050954900681973,-0.29401201009750366,-0.5246812701225281,0.0029509966261684895,-0.26602503657341003,0.0,0.0,0.0,0.29441308975219727,-0.18846257030963898,-0.036962199956178665,0.4500507116317749,-0.3728429079055786,-0.08561304956674576,0.5642937421798706,-0.48836976289749146,-0.15499836206436157,0.7245452404022217,-0.5281360149383545,-0.22613219916820526,0.30219006538391113,-0.6000539660453796,-0.02739068865776062,0.3611038029193878,-0.7178851962089539,-0.16940903663635254,0.5142912864685059,-0.7058286666870117,-0.29356977343559265,0.6576620936393738,-0.6548919677734375,-0.372286319732666,0.16655421257019043,-0.5888800024986267,-0.0882943794131279,0.22367258369922638,-0.7006151676177979,-0.23021408915519714,0.39824819564819336,-0.6439422965049744,-0.3285382390022278,0.532966136932373,-0.5572240948677063,-0.3887542188167572,0.014242477715015411,-0.5280369520187378,-0.16390202939510345,0.04157019406557083,-0.6366546750068665,-0.3013642132282257,0.1678829789161682,-0.5793160200119019,-0.34088262915611267,0.2566930651664734,-0.49933528900146484,-0.35058099031448364,-0.1617790162563324,-0.43982183933258057,-0.2460658699274063,-0.17303615808486938,-0.5324193835258484,-0.3428560197353363,-0.058424536138772964,-0.5050176978111267,-0.3579149842262268,0.033480625599622726,-0.44818419218063354,-0.3558909296989441,1,1,-0.7692950516939163,-0.39415425062179565,0.8643913753873154,!
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08125405758619308,-0.2170238494873047,-0.035773925483226776,0.21157212555408478,-0.38671332597732544,-0.12514705955982208,0.3823113739490509,-0.4335308372974396,-0.2164648324251175,0.5149932503700256,-0.4365363121032715,-0.2987719774246216,0.08043038845062256,-0.5065833926200867,-0.22031603753566742,0.3835904896259308,-0.5615471601486206,-0.34776729345321655,0.5610342621803284,-0.5440492033958435,-0.42503711581230164,0.6938848495483398,-0.5216040015220642,-0.4689849019050598,0.07023120671510696,-0.3724077045917511,-0.26442837715148926,0.44689691066741943,-0.40785497426986694,-0.3804910480976105,0.6653382182121277,-0.39903268218040466,-0.4092266857624054,0.8078912496566772,-0.39794257283210754,-0.4346878230571747,0.11236627399921417,-0.2368021160364151,-0.30451470613479614,0.5196836590766907,-0.265727162361145,-0.3785329759120941,0.5287638306617737,-0.24277405440807343,-0.3291378319263458,0.459932416677475,-0.23513516783714294,-0.2942185699939728,0.18899773061275482,-0.11280564218759537,-0.3514809310436249,0.4980248510837555,-0.1538807600736618,-0.3660629987716675,0.4810565710067749,-0.1493598222732544,-0.30584317445755005,0.4115769565105438,-0.15403717756271362,-0.2651248872280121,0,1,0.0,0.0,0.0,!
0.0,0.0,0.0,0.21190407872200012,-0.06288964301347733,-0.2047034204006195,0.3074953258037567,-0.14075908064842224,-0.3954051733016968,0.2764774262905121,-0.21522121131420135,-0.553935706615448,0.20959316194057465,-0.2787991464138031,-0.7116327285766602,0.2769705653190613,-0.07457335293292999,-0.5245422720909119,0.2717449367046356,-0.2748091518878937,-0.7034718990325928,0.22967234253883362,-0.3970959186553955,-0.7958372831344604,0.16096198558807373,-0.4868684411048889,-0.8585163950920105,0.07114472985267639,-0.04429776594042778,-0.5055453777313232,0.07912586629390717,-0.2599852681159973,-0.7003796100616455,0.09372607618570328,-0.41296830773353577,-0.7310764193534851,0.09652691334486008,-0.5205921530723572,-0.7472107410430908,-0.1150071993470192,-0.024305732920765877,-0.48056143522262573,-0.12730170786380768,-0.17582985758781433,-0.6387493014335632,-0.09032639116048813,-0.2577313184738159,-0.6106019020080566,-0.044439442455768585,-0.31664592027664185,-0.581588625907898,-0.2576962411403656,-0.01698155142366886,-0.47254446148872375,-0.2755920886993408,-0.12621410191059113,-0.5668027997016907,-0.23884452879428864,-0.19226311147212982,-0.5383447408676147,-0.18791496753692627,-0.23888634145259857,-0.5134221911430359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,!
0.0,0.0,0.0,0.2287663221359253,-0.05063040554523468,-0.16028271615505219,0.35281798243522644,-0.12063836306333542,-0.29557859897613525,0.3569892644882202,-0.24209605157375336,-0.40159672498703003,0.3110218644142151,-0.33329638838768005,-0.4987523555755615,0.18254870176315308,-0.11618801951408386,-0.4009774923324585,0.13219179213047028,-0.44276535511016846,-0.5843943357467651,0.11562027782201767,-0.5832546353340149,-0.6835511922836304,0.047862064093351364,-0.683458149433136,-0.7284189462661743,-0.03952709212899208,-0.1080058217048645,-0.3745810389518738,-0.015017444267868996,-0.4424227774143219,-0.5144588351249695,0.05534309148788452,-0.4440285563468933,-0.5099965929985046,0.08588069677352905,-0.4134923815727234,-0.4987636208534241,-0.21465466916561127,-0.10555890202522278,-0.349785715341568,-0.18183360993862152,-0.372194766998291,-0.45441171526908875,-0.11019520461559296,-0.3431779742240906,-0.3667078912258148,-0.08529135584831238,-0.28528010845184326,-0.28854167461395264,-0.3366806209087372,-0.10482566803693771,-0.34523409605026245,-0.32394275069236755,-0.29246968030929565,-0.43408554792404175,-0.2490045130252838,-0.27765217423439026,-0.3854779899120331,-0.20163477957248688,-0.2380797117948532,-0.3263128697872162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,!
0.0,0.0,0.0,0.22141133248806,-0.0494440421462059,-0.1888960748910904,0.32803836464881897,-0.1510457992553711,-0.35462498664855957,0.2891831398010254,-0.261584997177124,-0.4929823875427246,0.21349716186523438,-0.35722407698631287,-0.6298500895500183,0.28057754039764404,-0.10808859765529633,-0.4567469358444214,0.22310389578342438,-0.3926207423210144,-0.6145972013473511,0.17010636627674103,-0.5440143346786499,-0.6984986662864685,0.08937568962574005,-0.650087296962738,-0.7545850276947021,0.05771668255329132,-0.09282173961400986,-0.43392351269721985,0.03458074852824211,-0.41052594780921936,-0.595393717288971,0.032543107867240906,-0.576989471912384,-0.6159476637840271,0.013708642683923244,-0.683250904083252,-0.6303986310958862,-0.13238626718521118,-0.08258680254220963,-0.407471626996994,-0.1486862152814865,-0.31514090299606323,-0.5434688925743103,-0.09752225875854492,-0.3850073516368866,-0.5072344541549683,-0.04605884104967117,-0.41856130957603455,-0.47564244270324707,-0.2669598162174225,-0.07644075155258179,-0.39792728424072266,-0.28766876459121704,-0.24303372204303741,-0.4855351746082306,-0.238646000623703,-0.3077412247657776,-0.4526273310184479,-0.1777140349149704,-0.3375106751918793,-0.42448198795318604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,!
